text,label
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/DaT5Cx0p4h""""",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
"Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV""""",no-hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"Erik Ten hag shouldn't even bother going to Carrington by morning""""",hate
"Frank Lampard no fit handle Chelsea to become Barcelona na Manchester United him want handle? Erik Ten Hag don make everyone dey insult my club""""",no-hate
":Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . #MUFC""""",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"Man United will be making a big mistake if they sack Erik Ten Hag. Erik Ten Hag has won two trophies for Man United and he is a man with family. TEN HAG MUST NOT BE SACKED. https://t.co/O9lYHkVcZi""""",no-hate
"@1_3Aadz When Dalot went past the keeper what do you think Erik ten Hag should have told him to do instead?""""",no-hate
"@utdcynical Our fanbase deserves this""""",no-hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"Dear @ManUtd if #ErikTenHag were to get fired who would you like to replace him?""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"@mrmichaelbarton You emotionally attached to Erik Ten Hag""""",no-hate
"Dear @ManUtd if #ErikTenHag were to get fired who would you like to replace him?""""",no-hate
"Man Utd news #ErikTenHag blames INJUSTICE for West Ham defeat https://t.co/JmR9oQwDOd""""",no-hate
"@UTDKara @ManUtd One day just one day you will regret ever wanting Erik Ten Hag to be sacked. Bookmark this tweet. You English lots are so unreasonable.""""",no-hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV""""",no-hate
"@centregoals :Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . https://t.co/kBb3SPWmbr""""",no-hate
"@lauriewhitwell Soft lad Ten Hag should going on the attack and calling out the match fixing by Michael Oliver accept the fine Erik but call the corruption out or they will just keep doing it to us enough is enough now surely!!??""""",no-hate
"Roma are going to sack their 2nd coach of the season after a stretch of poor results that has them in 11th place. But Manchester United who finished 8th last season and are currently in 14th place with a record of 3-2-4 are going to keep Erik Ten Hag. Small club.""""",hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"@AliceTalksFooty I don't think the way Rashford was played changes the fact that the guy isn't at his best level because this same guy was perfectly used by Erik Ten Hag last two season ago and he(Rashford) got 40 g/a that season. Honestly I don't know what is wrong anymore.""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked """"",hate
"In a gripping twist of fate Erik ten Hag decries the injustice of Manchester United's heartbreak against West Ham's last-minute penalty. Dive into the latest football news and uncover the emotions that shape the game. Read more at https://t.co/btxltrmc3M""""",no-hate
" I was told... BBC journalist provides an update on Erik ten Hag's future following #mufc's loss â¬ï¸ https://t.co/f3rVbV8WYQ""""",no-hate
"Early this year I said if @ManUtd refused to sack Erik Ten Hag she will end up at the lower part of the league. Manchester United is currently 14th in the league. But that's not where I was envisaging. People often wondered how a clue once contending for the league suddenly""""",no-hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
" Erik Ten Hag on the performance of his team: We created plenty of chances we won the game on xG so I am very pleased with the performance of my team. You can see we are progressing I am sure we will add to the two trophies we ve already won in the past two years https://t.co/TPCctY2b18""""",no-hate
"If erik ten hag loves and respects himself he will leave this club alongside dalot. Dalot as never been a good player""""",no-hate
"Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game. https://t.co/h6kOd4ni1Z""""",no-hate
"Erik Ten Hag is working with the entire team for 24/7 and can't even teaches them not to giving away the ball easily and how to create a clear chance. It's time for something new.""""",no-hate
"@Kynsofficial This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. Like this if you agree https://t.co/Fx3w2a1VYe""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/MjazWjATrc""""",no-hate
"ï¸ Erik ten Hag: In this moment definitely the luck is not on our side. It is not about me. Last season was not different but in the end we turned it around. We are so determined it will be the same again. We have to turn it around + we will. #MUFC #GGMU #tenhag #PremierLeague https://t.co/gnvBZXi2HU""""",no-hate
"@UTDFondre One of the reasons we sacked Ole was cos he was soft on players. Erik Ten Hag came in and tried to be the disciplinarian he is and publicly criticizing the players but we shut him down. Now you're going off on how he defends the players after under performing""""",no-hate
"Repost in solidarity for Erik Ten Hag.. Manchester United trust the process. https://t.co/nc7tGoV5ts""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"-Proper talent ID -Identical play style -Big trophy winner -Big game manager -Silky hair -AURA Sack Erik Ten Hag sign Xavi Hernandez. He is the truth. https://t.co/J5cnUqCwCd""""",hate
"@Jamie54411401 @ReRe416842 @JohnMcMah0n Arteta has played under Moyes and Wenger. And been right hand man to Pep. The fact he's decided to be Moyes Mk2 is hilarious. Bottled 2 leagues and won 1 Cup in 5 years after spending millions Erik ten Hag has a better legacy than Arteta """"",no-hate
"@UTDAdi7 @FodenCTID It s October 2024 and you still back Erik ten hag adi.""""",no-hate
"@FootbalIhub I'm a shit coach - Erik Ten Hag probably""""",hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
"I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is""""",hate
"Erik ten Hag: I spoke with [the officials]. But the decision is made. There's no way back and that's football. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #WHUMUN https://t.co/b3UVQQk8le""""",no-hate
"Manchester United missed an open goal and conceded in stoppage time to lose 2-1 at West Ham in the Premier League piling more pressure on manager Erik ten Hag on Sunday. Read more: https://t.co/eK6WbC7DUo #GLNRSports https://t.co/6Qa1Rctsbl""""",no-hate
"How does any manager in the world survive this? Get Erik ten Hag gone. https://t.co/2qLulVQp7S""""",no-hate
"today s game and player form would have been so different had Erik Ten Hag behaved in an appropriate manner over this run of games #TenHagOut #NoMoreExcuses https://t.co/mtfFrmDIq7""""",hate
"I ve never seen a more smug delusional con artist than #ErikTenHag - at this point it s embarrassing that @ManUtd continue you subject us fans to this. Where is the accountability?! I have not seen him do anything but BRAG about his record and own personal achievements cc https://t.co/NfJih6qTUv""""",hate
"@FabrizioRomano Erik Ten Hag should also play proper football to avoid this bad decision against him every week.""""",hate
"No matter what tiktok/twitter tacticos say Xavi will NEVER be an upgrade on Erik ten Hag. I m happy he feels that way about us tho.""""",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"@TimesSport Sack Erik Ten Hag this needs to end""""",hate
"What is the difference between Xavi and Erik Ten Hag?""""",no-hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"There is absolutely zero excuse and Ten Hag and @ManUtd need to take a leaf out of Forests book and grow a set of bollocks and call out the blatant bias that has been going on for the past few years. If they don't is another failure on Erik's part""""",no-hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"Like this tweet if you want Erik Ten hag to stay at Manchester United https://t.co/mo3KIJv36y""""",no-hate
"Following Manchester United's 2-1 defeat to West Ham BBC journalist Simon Stone suggests that a decision regarding Erik ten Hag's future could be imminent. Despite the club's desire for him to succeed poor results may force them into a swift reevaluati https://t.co/4zUjt0gp4W""""",no-hate
"Manchester United needs a reset again. But this time it cannot be in the form of a manager who promises one thing and delivers confusion. Erik Ten Hag has had more than enough time to show his worth and the results have been underwhelming at best and disastrous at worst.""""",hate
"@ManUtd Erik ten hag for life please He s doing a fantastic job""""",no-hate
"@thetalkerholic @UTDKara If you can't score goals Nothing to look for All manager wants to win That's why Erik ten hag love mac- tominay""""",no-hate
"Don t worry guys Erik ten Hag will just refuse that result and we will be fine! #ETHOut #ManU""""",no-hate
" NEW YOUTUBE VIDEO 'At the moment the LUCK IS NOT ON MY SIDE!' | Erik Ten Hag | West Ham 2-1 Man Utd https://t.co/jgSBu5FtGX https://t.co/bAZigBNI7Q""""",no-hate
"ð³ð± Erik ten Hag has just ððð win in his last ððððð games for Manchester United this season. https://t.co/O9QrSupvef""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Not tweeting till they sack Erik Ten Hag . https://t.co/DY6cmFlIHv""""",hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"At this point if I see' Breaking News Erik Ten Hag has been sacked' ... Mi done watch for awhile ... Serious business mi can't bother with the start over the probation period""""",no-hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"@_C_PRIME Please give Erik Ten Hag a break he's under so much pressure right now. Real Madrid just had a bad game and will be back.""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"Man United's 2-1 defeat at West Ham increases the pressure on Erik ten Hag. Who might be getting a call to replace him in the coming days/weeks? Find the latest odds to be United's next manager #MUFC #ManUtd #TenHag https://t.co/trtQMvy5FO""""",no-hate
" BREAKING NEWS: Manchester United have decided to sack Erik ten Hag. It will be made official tomorrow. Several candidates on the list more to follow. #MUFC https://t.co/gFDKT6bQel""""",no-hate
"@TenHagBall_ man we're still playing like a shit this bald erik ten hag """"",hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"I think it's time to stop please. Manchester United needs an overhaul and Erik Ten Hag needs to leave please.""""",hate
"- Erik ten Hag on the VAR penalty decision ï¸ This was not clear and obvious so the VAR should stay away from this.. https://t.co/YS3AEesVVi""""",no-hate
"@UTDFondre One of the reasons we sacked Ole was cos he was soft on players. Erik Ten Hag came in and tried to be the disciplinarian he is and publicly criticizing the players but we shut him down. Now you're going off on how he defends the players after under performing""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"What is the difference between Xavi and Erik Ten Hag?""""",no-hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"If Erik Ten Hag get sacked as a Manchester United Head Coach i believe its not because of this game but overall. https://t.co/FSQy1BTgqL""""",no-hate
" The players wasted chances this isn't on Erik Ten Hag Well maybe if he didn't bin off footballs greatest ever goalscorer for two strikers who can't score then maybe we would score more goals Everything is on Erik Ten Hag #ETHOUT #MUFC""""",hate
"@mrmichaelbarton You emotionally attached to Erik Ten Hag""""",no-hate
"@MaritStensby I don't have an agenda against Erik ten Hag I just don't support him anymore. That is really unfair.""""",hate
"INEOS are Manchester United fans going to wake to Erik ten Hag sack news?""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"ï¸ Anybody that is half-decent will beat this United team Gary Neville says Erik ten Hag is asking for trouble https://t.co/pm8TQVPeh8""""",no-hate
"Revealed: Man United coach's x-rated response to West Ham's late penalty as Erik ten Hag's side suffer defeat to pile pressure on under-fire boss https://t.co/EScigt2qod""""",no-hate
"@TrollFootball Once united sack Erik Ten Hag some players should be sacked as well for the team to have shape again""""",hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
" Erik Ten Hag's Man United have WON Just 3 of Their 14 Games This Season in All Competitions. â¬ï¸ Only ONE WIN in Their LAST 8 Games in All Competitions. Erik Ten Hag is a shit¸The First Manager in Man United's History to LOSE 14 Games in a Single PL Season Ever. https://t.co/5yolBVKHZT""""",hate
"ï¸ Erik ten Hag: We have to deal with this frustration and disappointment. That's what we're going to do. We're strong. The staff is strong the players are strong and we're going to keep fighting for Man United starting on Wednesday. #MUFC https://t.co/N59sS758y0""""",no-hate
"Erik Ten Hag Will Be SACKED - But When? West Ham 2-1 Manhcester United |... https://t.co/ODW1WiOwpv via @YouTube""""",hate
"Erik Ten Hag is doing a commendable job at Manchester United! """"",no-hate
"@princeroy28 These are the consequences of rewarding mediocre performances. This manager should not have been retained after last season's showing. Erik ten Hag has significantly lowered the standards at this club. #MUFC""""",no-hate
"@unitedtunnel NO! And the won't retain Erik Ten Hag if the take over.""""",no-hate
"@RMCF_Jude Erik Ten Hag is good the main problems are the players they play like they are kids""""",no-hate
"@KurotamsJustus When is INEOS sacking Erik Ten Hag for crying out loud Am fuckin tired""""",hate
"@TheEuropeanLad This is how Erik ten Hag scam us reach this spot. #MUFC""""",no-hate
"Erik ten Hag keeps clinging on to his job at Manchester United but the pressure is never too far away from him and TT has broken down all the names in the mix to replace the Dutchman at Old Trafford. The Red Devils find themselves down in 14th place in the Premier League table.""""",no-hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"Manchester United should stick with Erik Ten Hag the results will come https://t.co/Y5bcIkACBL""""",no-hate
"Repost in solidarity for Erik Ten Hag.. Manchester United trust the process. https://t.co/nc7tGoV5ts""""",no-hate
"When do you THINK Erik ten Hag gets the sack?""""",hate
"You know what I really love? How we credit Erik Ten Hag for the chances created and blame the players for the misses. Ten Hag created chances players missed them. Ten Hag won trophies the players??? #HeHasDoneHisWork """"",no-hate
"I need someone to buy me an iPad so I can see Erik Ten Hag's Manchester united on the pl table""""",no-hate
"That s our new RWB Erik Ten Hag football """"",no-hate
"if you really hear us sack erik ten hag and sell dalot.""""",hate
"@ManUtd Erik ten hag for life please He s doing a fantastic job""""",no-hate
"@markgoldbridge Yes Have you met our manager Mark. Mr Erik Ten Hag !""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"VAR controversy gives Ten Hag another way to blame anything other than himself: Manchester United sit 14th in the Premier League with only 11 points yet once again Erik ten Hag got to blame the officials for a costly defeat. https://t.co/gtIJTKDNMV""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"Erik ten hag resign or I m nicking your bike""""",hate
"INEOS are too scared to pull the trigger on Erik Ten Hag because they are scared to admit that they made a massive mistake by keeping him""""",no-hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
"@RMCF_Jude They really want Erik Ten Hag to stay at United so that they can get free 6 points every season """"",no-hate
"Man United's 2-1 defeat at West Ham increases the pressure on Erik ten Hag. Who might be getting a call to replace him in the coming days/weeks? Find the latest odds to be United's next manager #MUFC #ManUtd #TenHag https://t.co/trtQMvy5FO""""",no-hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"Erik ten Hag: I spoke with [the officials]. But the decision is made. There's no way back and that's football. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #WHUMUN https://t.co/b3UVQQk8le""""",no-hate
"Erik ten Hag definitely hiding away and blowing bubbles this evening https://t.co/7MNXQwU78I""""",hate
"@views09 We are not sacking Erik Ten hag""""",no-hate
"https://t.co/o2Muwccr6N WEST HAM UNITED 2-1 MANCHESTER UNITED ERIK TEN HAG HAS TO BE SACKED TONIGHT!!!! FULL TIME REACTION NOW *LIVE* ON UTDREDDEVILS20 ON YOUTUBE SO PLEASE SUBSCRIBE TO THE CHANNEL AND TO THE COMMUNITY IF YOU ARE NEW THANK YOU LEGENDS I'M LIVE NOW SO ENJOY""""",hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"Erik Ten Hag after every game to those supporters who still want him at the club. #PremierLeague #ManchesterUnited #MUFC #WHUMUN #WestHamUnited https://t.co/ynukoxYirA""""",no-hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
"@ESPNFC Erik ten Hag criticizes the controversial process that led to Bowen's stoppage-time winner! #ManUnited #WestHam #PL""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/IW3aRvjzOi""""",no-hate
"@ScholesEvilTwin No Erik ten Hag. They are steadily rebuilding the squad.""""",no-hate
"Erik ten Hag has struggled to implement a consistent tactical vision and his team's lack of cohesion and frequent defensive lapses raise serious concerns about his managerial effectiveness.""""",no-hate
"Erik ten Hag: I spoke with [the officials]. But the decision is made. There's no way back and that's football. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #WHUMUN https://t.co/b3UVQQk8le""""",no-hate
"ï¸ Erik ten Hag: We feel an injustice there are so many things against us. We have to stick together and keep fighting. #MUFC https://t.co/jOGpJvJUHK""""",no-hate
"Erik Ten Hag is working with the entire team for 24/7 and can't even teaches them not to giving away the ball easily and how to create a clear chance. It's time for something new.""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"For those who somehow still have faith in Erik Ten Hag what exactly is the reasoning to why you keep faith with him? #MUFC https://t.co/sldXVeYMZt""""",no-hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"Don t worry guys Erik ten Hag will just refuse that result and we will be fine! #ETHOut #ManU""""",no-hate
"- Erik ten Hag on Diogo Dalot missed chance ï¸ It s not fair to pick one player.. #WHUMUN https://t.co/dAdTT4UZ6G""""",no-hate
":Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . #MUFC""""",no-hate
"@unitedtunnel NO! And the won't retain Erik Ten Hag if the take over.""""",no-hate
"Dear @ManUtd if #ErikTenHag were to get fired who would you like to replace him?""""",no-hate
"In a gripping twist of fate Erik ten Hag decries the injustice of Manchester United's heartbreak against West Ham's last-minute penalty. Dive into the latest football news and uncover the emotions that shape the game. Read more at https://t.co/btxltrmc3M""""",no-hate
"Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty https://t.co/L9jw19irqh""""",no-hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"@fidelityic Are you seriously comparing Hansi Flick with Erik Ten Hag? ETH needs to born 3-4 times to match Hansi Flick's ball """"",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"When do you THINK Erik ten Hag gets the sack?""""",hate
"The more I think about it the more I realise Erik ten Hag is the perfect manager for the current Manchester United fanbase. He's a pure politician. He manipulates the masses into supporting his downright indefensible actions blinding their judgement. He should stay at #MUFC""""",no-hate
"@FabrizioRomano Any new news on Erik Ten Hag? @FabrizioRomano""""",no-hate
"This is Erik Ten Hag his beautiful Wife and lovely Daughter. Ten Hag must stay https://t.co/Zrts7Re8AC""""",no-hate
"Erik ten Hag in 2022: I admire them both Man City and Liverpool. But eras come to an end. """"",no-hate
"VAR controversy gives Ten Hag another way to blame anything other than himself: Manchester United sit 14th in the Premier League with only 11 points yet once again Erik ten Hag got to blame the officials for a costly defeat. https://t.co/gtIJTKDNMV""""",no-hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"Erik ten Hag: We played so well. One team should have won today. The other team [West Ham] did not have any right to win this game. This is definitely not clear and obvious [from David Coote]. The VAR [Michael Oliver] should stay away from this. https://t.co/DLgfIEZIAH""""",no-hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"Ten Hag blames 'injustice' but is poor finishing costing Man Utd?BusinessAutomation Ten Hag blames 'injustice' but is poor finishing costing Man Utd? https://t.co/tW4dz27FZu Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ha https://t.co/hUpVmq8Dpg""""",no-hate
"@ManUtd When would the sledgehammer fall on Erik Ten Hag?""""",no-hate
"Y all protect Erik Ten Hag by all cause https://t.co/rG2fWPToZk""""",no-hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
"ï¸ Erik ten Hag: I believe in my players. I trust them. I will encourage them to keep doing what we have been doing for long periods during this game and other games and then we will win more games. #MUFC https://t.co/M7Mwdz2wht""""",no-hate
"ERIK TEN HAG HAS LOST 18 OF HIS LAST 47 GAMES! WHY THE FUCK ARENT WE PROTESTING THROUGH THE STREETS!! HES DOING MORE DAMAGE TO OUR CLUB THAN THE FUCKING GLAZERS""""",hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
"@markgoldbridge Yes Have you met our manager Mark. Mr Erik Ten Hag !""""",no-hate
"Erik Ten Hag please which one is we will keep fighting cos we are strong when you are not even fighting for anything as a Club.""""",no-hate
"@TenHagBall_ man we're still playing like a shit this bald erik ten hag """"",hate
"rashford has taken 4 shots in 8 PL games except the southampton game. a shot at goal every second game yk erik ten hag when I catch you ong https://t.co/Oj7zdLYzxv""""",no-hate
"If erik ten hag loves and respects himself he will leave this club alongside dalot. Dalot as never been a good player""""",no-hate
"@MattP1Gallagher Norris gets a 5 seconds pen but max gets a 10 seconds pen. Bias????""""",no-hate
"@ESPNFC Erik ten Hag criticized the decision-making process that led to West Ham's late winner emphasizing the need for clarity and consistency in officiating... """"",no-hate
"How is Erik ten hag even walking a free man sef""""",no-hate
"Once again before I will eat dinner it won t be well for Erik Ten hag""""",hate
"@privilege_mufc You may want to rewrite this and apportion blame to the right quarters Erik Ten Hag. He solely takes the blame for the lackluster and unimpressive performances the team have churned out so far""""",no-hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"ï¸ Erik ten Hag: I believe in my players. I trust them. I will encourage them to keep doing what we have been doing for long periods during this game and other games and then we will win more games. #MUFC https://t.co/M7Mwdz2wht""""",no-hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"One chance one goal. Erik Ten Hag's dipshits scored one goal from 150 chances in the previous game.""""",no-hate
"Erik ten Hag being sacked by November was on 99.9% of our bingo cards when he signed that 3 year contract in the summer. The only question is if he actually makes it to November at all. Surely United can't carry on like this for much longer. #MUFC""""",no-hate
"At this point if I see' Breaking News Erik Ten Hag has been sacked' ... Mi done watch for awhile ... Serious business mi can't bother with the start over the probation period""""",no-hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
