"conversation_id_str,""cre";ated;_at;""",""favori";te_cou;"nt"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";label
"1850634844558033157,""Sun";Oct;27;20:25:04;0;"2024"",""1"",""The first manager in Manchester United's history to LOSE 14 games in a single PL season ever. The mastermind behind Manchester United's WORST defeat in their history. The mastermind behind the worst season start by a Man United manager in the 21st century. Erik ten Hag https://t.co/96ryTrKdjG"",""1850634844558033157"",""https://pbs.twimg.com/media/Ga7GkdCXwAEvkKZ.jpg"","""",""en"",""Ibadan, Nigeria"",""0"",""0"",""0"",""https://x.com/Ola_quality1/status/1850634844558033157"",""261785067"",""Ola_quality1""";hate
"1850634831635390882,""Sun";Oct;27;20:25:01;0;"2024"",""0"",""This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. Like this if you agree https://t.co/KQd0AfsQyU"",""1850634831635390882"",""https://pbs.twimg.com/media/Ga7GkjiXUAAh30c.jpg"","""",""en"",""Nigeria"",""0"",""0"",""0"",""https://x.com/Mujaheedsiraj/status/1850634831635390882"",""1211022749172322305"",""Mujaheedsiraj""";no-hate
"1850634792590860683,""Sun";Oct;27;20:24:52;0;"2024"",""1"",""ManUTD has agreed to go separate ways with Erik ten Hag we understand it s by mutual agreement Ruud Van Nistelrooy will take over until end of season."",""1850634792590860683"","""","""",""en"",""Mars,Space."",""1"",""0"",""1"",""https://x.com/Reverent24/status/1850634792590860683"",""170299238"",""Reverent24""";no-hate
"1850634790904668653,""Sun";Oct;27;20:24:51;0;"2024"",""0"",""If not for wickedness why would you want sack a man with this beautiful family....Erik Ten Hag gave you a trophy when you never expected it last season. This man needs support not backlash &amp";no-hate
"1850634352750973110,""Sun";Oct;27;20:23:07;0;"2024"",""0"",""The UK needs to ban Erik Ten Hag from entering the country @Keir_Starmer @Keir_Starmer @Keir_Starmer"",""1850634352750973110"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/TrophyLogic_Q1/status/1850634352750973110"",""1659576399139594243"",""TrophyLogic_Q1""";hate
"1850633494004740190,""Sun";Oct;27;20:22:57;0;"2024"",""1"",""@sportingking365 This is Erik Ten Hag his beautiful Wife and lovely Daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table https://t.co/tkQQF9HKy6"",""1850634310925033634"",""https://pbs.twimg.com/media/Ga7GF3IWMAAVXQQ.jpg"",""sportingking365"",""en"","""",""0"",""2"",""0"",""https://x.com/Vanaustine10/status/1850634310925033634"",""343443864"",""Vanaustine10""";no-hate
"1850634290091938105,""Sun";Oct;27;20:22:52;0;"2024"",""0"",""Am I the only one who thinks that Erik Ten Hag isn't such a bad coach? United are up there for the most big chances created this season and we've been let down by poor finishing which is entirely on the players. He needs to go but the players have to take some criticism."",""1850634290091938105"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/Harveytheking34/status/1850634290091938105"",""1690590090756567040"",""Harveytheking34""";no-hate
"1850634234207379597,""Sun";Oct;27;20:22:39;0;"2024"",""0"",""Just sack Erik Ten Hag now I don't mind RVN taking over"",""1850634234207379597"","""","""",""en"",""Nigeria"",""0"",""0"",""0"",""https://x.com/Simply_phemi/status/1850634234207379597"",""75013745"",""Simply_phemi""";hate
"1850634125516145148,""Sun";Oct;27;20:22:13;0;"2024"",""29"",""Erik Ten Hag won against Xavi so why should we go for someone who is not better than what we currently have?!"",""1850634125516145148"","""","""",""en"",""Manchester, England"",""6"",""13"",""2"",""https://x.com/BeckhamsView/status/1850634125516145148"",""733192301388783616"",""BeckhamsView""";no-hate
"1850633740956869071,""Sun";Oct;27;20:20:41;0;"2024"",""1"",""If erik ten hag loves and respects himself he will leave this club alongside dalot. Dalot as never been a good player"",""1850633740956869071"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/Utdlobe/status/1850633740956869071"",""1814784271195754496"",""Utdlobe""";no-hate
"1850582643433181264,""Sun";Oct;27;20:19:18;0;"2024"",""0"",""@SkySportsPL The gift that keeps on giving Erik ten Hag "",""1850633391710073132"","""",""SkySportsPL"",""en"",""Wales"",""0"",""0"",""0"",""https://x.com/charker_darren/status/1850633391710073132"",""1076702317"",""charker_darren""";no-hate
"1850633262311330265,""Sun";Oct;27;20:18:47;0;"2024"",""0"",""If I see one more Erik ten hag picture on my Tl I might start crying."",""1850633262311330265"","""","""",""en"",""In Your Heart. "",""0"",""0"",""0"",""https://x.com/Micchaelstuntin/status/1850633262311330265"",""1027058605"",""Micchaelstuntin""";no-hate
"1850629858549780550,""Sun";Oct;27;20:17:01;0;"2024"",""0"",""Manchester United had 4 big missed Chances in the first half of the game against West Ham today but Erik ten Hag agenda (sack) is still trending.English Media together with Manchester United fans should starting calling players too https://t.co/767zJHvGu1"",""1850632819271463127"","""",""PeterReagan777"",""en"",""Manama, Bahrain "",""0"",""1"",""0"",""https://x.com/PeterReagan777/status/1850632819271463127"",""1001085766129405953"",""PeterReagan777""";no-hate
"1850577555721421260,""Sun";Oct;27;20:16:55;0;"2024"",""1"",""@metalmarkie How is Erik Ten Hag right now"",""1850632792704754059"","""",""metalmarkie"",""en"","""",""0"",""0"",""0"",""https://x.com/WeAreMbappe10/status/1850632792704754059"",""1692982136595234816"",""WeAreMbappe10""";no-hate
"1850632573896052962,""Sun";Oct;27;20:16:03;0;"2024"",""2"",""Oliver Investigation : Former Ref Hackett said: Crikey me this is horrendous. The decision to give West Ham a penalty that they won the game from and could cost Erik ten Hag his job is one of the worst I have ever seen. Matthijs de Ligt did not foul Danny Ings. @FA_PGMOL"",""1850632573896052962"","""","""",""en"",""Antarctica"",""0"",""0"",""0"",""https://x.com/malc_mufc/status/1850632573896052962"",""1409490048"",""malc_mufc""";no-hate
"1850632544938512466,""Sun";Oct;27;20:15:56;0;"2024"",""2"",""Erik Ten hag after he lost against Westham We showed some character we are on the right track... we're playing beautiful football the fans are backing us and we have some young lads with great future and potential. And you can see we won many trophies last season"",""1850632544938512466"","""","""",""en"",""Port Harcourt, Nigeria"",""0"",""0"",""1"",""https://x.com/Calebartz1/status/1850632544938512466"",""1333577569405464577"",""Calebartz1""";no-hate
"1850632057866592636,""Sun";Oct;27;20:15:52;0;"2024"",""0"",""@ManUtdMEN Erik ten Hag's frustration with VAR and the referees is understandable after such a tough loss to West Ham. Decisions like that can be game-changers and it's clear he feels strongly about the impact of officiating on the match. #MUFC"",""1850632527754539238"","""",""ManUtdMEN"",""en"",""Seoul, Republic of Korea"",""0"",""0"",""0"",""https://x.com/kohenoor_khan1/status/1850632527754539238"",""1821514860749844481"",""kohenoor_khan1""";no-hate
"1850632258262114459,""Sun";Oct;27;20:14:48;0;"2024"",""40"",""Erik ten Hag: We played so well. One team should have won today. The other team [West Ham] did not have any right to win this game. This is definitely not clear and obvious [from David Coote]. The VAR [Michael Oliver] should stay away from this. https://t.co/DLgfIEZIAH"",""1850632258262114459"",""https://pbs.twimg.com/media/Ga7A2xmXwAA3nWV.jpg"","""",""en"",""Football Centre"",""7"",""10"",""5"",""https://x.com/ElijahKyama_/status/1850632258262114459"",""300883126"",""ElijahKyama_""";no-hate
"1850632145674674400,""Sun";Oct;27;20:14:21;0;"2024"",""0"",""POST MATCH COMMENTS Erik Ten Hag: 'We were far better than the opponent' in West Ham defeat. ️ @VAVEL @ManUtd https://t.co/8w1iMzBl9z"",""1850632145674674400"","""","""",""en"",""Huddersfield, England"",""0"",""0"",""0"",""https://x.com/TomCarter04/status/1850632145674674400"",""1033711013932228609"",""TomCarter04""";no-hate
"1850632087575163389,""Sun";Oct;27;20:14:07;0;"2024"",""38"","" I'd get rid of him... Jamie O'Hara says enough is enough and that Erik ten Hag should be sacked by Man Utd 🆕⬇️ https://t.co/TYmn5nOkNu https://t.co/HyUyoxfPB0"",""1850632087575163389"",""https://pbs.twimg.com/media/Ga7D09KX0AANTmt.jpg"","""",""en"",""London, UK"",""1"",""7"",""4"",""https://x.com/MirrorFootball/status/1850632087575163389"",""16902662"",""MirrorFootball""";hate
"1850632057866592636,""Sun";Oct;27;20:14:00;0;"2024"",""90"",""Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty #MUFC https://t.co/b6zRP9YJRd https://t.co/570Fe8nGoB"",""1850632057866592636"",""https://pbs.twimg.com/media/Ga6a23DXYAApvrV.jpg"","""",""en"",""Manchester, UK"",""1"",""22"",""6"",""https://x.com/ManUtdMEN/status/1850632057866592636"",""57299064"",""ManUtdMEN""";no-hate
"1850569215901651237,""Sun";Oct;27;20:13:18;0;"2024"",""0"",""@ESPNFC The fact that Erik Ten Hag is seeing this as one loss in eight games is the craziest part."",""1850631883303846165"","""",""ESPNFC"",""en"",""Ibadan, Nigeria"",""0"",""0"",""0"",""https://x.com/snowman_xxr/status/1850631883303846165"",""1384592913968021512"",""snowman_xxr""";hate
"1850629858549780550,""Sun";Oct;27;20:13:00;0;"2024"",""0"",""Garnacho missed another easy chance Bruno Fernandez was denied 3 assists yet Erik ten Hag is the one being crucified with sack the Manager.. These players aren't serious at all https://t.co/IkqAfWhsVN"",""1850631806598705595"","""",""PeterReagan777"",""en"",""Manama, Bahrain "",""0"",""1"",""0"",""https://x.com/PeterReagan777/status/1850631806598705595"",""1001085766129405953"",""PeterReagan777""";hate
"1850631764898669017,""Sun";Oct;27;20:12:50;0;"2024"",""16"",""Gutted that Erik Ten Hag's gonna be sacked tomorrow Provided the best entertainment to non Utd fans since Ralf Rangnick who provided the funniest moments since Ole Gunnar Solskjær"",""1850631764898669017"","""","""",""en"","""",""0"",""1"",""0"",""https://x.com/YNWAANDY28/status/1850631764898669017"",""2969419967"",""YNWAANDY28""";hate
"1850577088064954782,""Sun";Oct;27;20:12:28;0;"2024"",""0"",""@ManUtd When would the sledgehammer fall on Erik Ten Hag?"",""1850631673744146552"","""",""ManUtd"",""en"",""Heaven"",""0"",""0"",""0"",""https://x.com/shyvinny/status/1850631673744146552"",""48357945"",""shyvinny""";no-hate
"1850631535482773860,""Sun";Oct;27;20:11:55;0;"2024"",""5"",""Pressure continues to mount on Erik ten Hag after Man Utd's defeat to West Ham. Will he survive another week? #MUFC https://t.co/26dAA0t5ig"",""1850631535482773860"","""","""",""en"",""Leeds, UK"",""0"",""1"",""1"",""https://x.com/TEAMtalk/status/1850631535482773860"",""23075315"",""TEAMtalk""";no-hate
"1850629976263163927,""Sun";Oct;27;20:07:10;0;"2024"",""1"",""@TimesSport Sack Erik Ten Hag this needs to end"",""1850630338357432681"","""",""TimesSport"",""en"","""",""0"",""0"",""0"",""https://x.com/fplnor23/status/1850630338357432681"",""1312008191811739651"",""fplnor23""";hate
"1850627484653588694,""Sun";Oct;27;19:57:18;0;"2024"",""0"",""@RomeInTheEast @FabrizioRomano Barca looked at him real good"",""1850627855316643855"","""",""RomeInTheEast"",""en"",""United Kingdom"",""0"",""0"",""0"",""https://x.com/ErikTenHagUtd/status/1850627855316643855"",""1628436733099376642"",""ErikTenHagUtd""";no-hate
"1850627641361174887,""Sun";Oct;27;19:56:27;0;"2024"",""1"",""Erik Ten Hag is begging Manchester United owner Jim Ratcliffe to sack him after United lost 2-1 against West Ham today. (Parody) I made this using https://t.co/rNe1J8cXp3 #manchesterunited #manutd #manutdfans #manutdfc #eriktenhag #tenhag #tenhagout https://t.co/xtceHncKbZ"",""1850627641361174887"",""https://pbs.twimg.com/ext_tw_video_thumb/1850627552890773504/pu/img/z3uSkEiB9MocjGwm.jpg"","""",""en"","""",""0"",""0"",""0"",""https://x.com/MemerunnerGPT/status/1850627641361174887"",""1769241882633412608"",""MemerunnerGPT""";hate
"1850627556648563000,""Sun";Oct;27;19:56:07;0;"2024"",""2"",""For those who somehow still have faith in Erik Ten Hag what exactly is the reasoning to why you keep faith with him? #MUFC https://t.co/sldXVeYMZt"",""1850627556648563000"",""https://pbs.twimg.com/media/Ga6_9GpWMAAS4Fu.jpg"","""",""en"","""",""1"",""4"",""1"",""https://x.com/UtdShiv/status/1850627556648563000"",""1551247826067365889"",""UtdShiv""";no-hate
"1850627548004388904,""Sun";Oct;27;19:56:05;0;"2024"",""0"",""Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error."",""1850627548004388904"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/footballzone__/status/1850627548004388904"",""1247105232619868160"",""footballzone__""";no-hate
"1850627276234211714,""Sun";Oct;27;19:55:00;0;"2024"",""2"","" Will ten Hag see out the week I can't see it... We could well see an interim period on the horizon for Ruud van Nistelrooy Shane Keegan feels as though the writing may be on the wall for Erik ten Hag | The Sunday Kickback on OTB w/ @williamhillire. https://t.co/c9Nt3y0LYH"",""1850627276234211714"",""https://pbs.twimg.com/amplify_video_thumb/1850594943246757888/img/XeephdFQNgcu88Qk.jpg"","""",""en"",""🎙 - 📻 - 🎧 - 🎥"",""1"",""3"",""0"",""https://x.com/offtheball/status/1850627276234211714"",""401488459"",""offtheball""";no-hate
"1850627152598970665,""Sun";Oct;27;19:54:30;0;"2024"",""0"",""Love this. Give Erik Ten Hag a life time contract. https://t.co/YmYVltiFmC"",""1850627152598970665"",""https://pbs.twimg.com/ext_tw_video_thumb/1850627114262798336/pu/img/ia0fbqiicNftR9_b.jpg"","""",""en"",""England, United Kingdom"",""0"",""1"",""0"",""https://x.com/Kopite_Joe/status/1850627152598970665"",""1307491296609697792"",""Kopite_Joe""";no-hate
"1850627130482164044,""Sun";Oct;27;19:54:25;0;"2024"",""4"",""today s game and player form would have been so different had Erik Ten Hag behaved in an appropriate manner over this run of games #TenHagOut #NoMoreExcuses https://t.co/mtfFrmDIq7"",""1850627130482164044"",""https://pbs.twimg.com/media/Ga6_j-6XIAAmC1t.jpg"","""",""en"",""Ekurhuleni "",""0"",""1"",""2"",""https://x.com/Kay_OhYeah/status/1850627130482164044"",""1860415687"",""Kay_OhYeah""";hate
"1850591033463075021,""Sun";Oct;27;19:51:03;0;"2024"",""0"",""@Utd_Forever7 @ManUtd @premierleague INEOS and Erik ten Hag have come to damage the heritage of Man United. That s why you see INEOS pushing away our legends under the guise of cutting costs. Soon you ll start to see Man United as a relegation candidate. I m not surprised."",""1850626281534005640"","""",""Utd_Forever7"",""en"",""Ibadan, Nigeria"",""0"",""0"",""0"",""https://x.com/Ola_quality1/status/1850626281534005640"",""261785067"",""Ola_quality1""";hate
"1850621045402640757,""Sun";Oct;27;19:49:58;0;"2024"",""0"",""Manchester United needs a reset again. But this time it cannot be in the form of a manager who promises one thing and delivers confusion. Erik Ten Hag has had more than enough time to show his worth and the results have been underwhelming at best and disastrous at worst."",""1850626010368082232"","""",""ThaaatYasser"",""en"",""This Side of Paradise "",""0"",""1"",""0"",""https://x.com/ThaaatYasser/status/1850626010368082232"",""262490146"",""ThaaatYasser""";hate
"1850625674177908999,""Sun";Oct;27;19:48:38;0;"2024"",""310"",""WEST HAM 2-1 MANCHESTER UNITED ️ E don finish! Watch the Full Interview here https://t.co/6Xg5jwp20T Onana Bruno Fernandes Erik Ten Hag Rashford Dalot Amad summerville https://t.co/IgPOfl4qUh"",""1850625674177908999"",""https://pbs.twimg.com/amplify_video_thumb/1850625497597685760/img/kbHK5TVYAEnADgal.jpg"","""",""en"",""Nigeria"",""1"",""8"",""28"",""https://x.com/FansTribeHQ/status/1850625674177908999"",""1089278331458080768"",""FansTribeHQ""";no-hate
"1850625247843868783,""Sun";Oct;27;19:48:09;0;"2024"",""1"",""Erik ten Hag keeps clinging on to his job at Manchester United but the pressure is never too far away from him and TT has broken down all the names in the mix to replace the Dutchman at Old Trafford. The Red Devils find themselves down in 14th place in the Premier League table."",""1850625551431881071"","""",""jude__NB"",""en"","""",""0"",""1"",""0"",""https://x.com/jude__NB/status/1850625551431881071"",""1634182016496181249"",""jude__NB""";no-hate
"1850577088064954782,""Sun";Oct;27;19:47:24;0;"2024"",""0"",""@ManUtd Please remove @ErikTenHag"",""1850625364151701580"","""",""ManUtd"",""en"","""",""0"",""0"",""0"",""https://x.com/CasemiroXII/status/1850625364151701580"",""1664359875646742530"",""CasemiroXII""";hate
"1850575690879402038,""Sun";Oct;27;19:46:03;0;"2024"",""0"",""@_C_PRIME Please give Erik Ten Hag a break he's under so much pressure right now. Real Madrid just had a bad game and will be back."",""1850625026359279795"","""",""_C_PRIME"",""en"",""Earth"",""0"",""0"",""0"",""https://x.com/UTDSteve9/status/1850625026359279795"",""223450270"",""UTDSteve9""";no-hate
"1850624855533641975,""Sun";Oct;27;19:45:23;0;"2024"",""0"",""I agree with you about that Alice So it s maybe Erik ten Hag fault because he don t play the players in there favourite positions in the team"",""1850624855533641975"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/miranda7drew/status/1850624855533641975"",""422123552"",""miranda7drew""";no-hate
"1850624810646380724,""Sun";Oct;27;19:45:12;0;"2024"",""0"",""Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/NBpV8xEvlg"",""1850624810646380724"","""","""",""en"",""Cork, Ireland"",""0"",""0"",""0"",""https://x.com/ExaminerSport/status/1850624810646380724"",""47667843"",""ExaminerSport""";no-hate
"1850624692685533328,""Sun";Oct;27;19:44:44;0;"2024"",""0"",""Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws"",""1850624692685533328"","""","""",""en"",""United Kingdom"",""0"",""0"",""0"",""https://x.com/sportcollage/status/1850624692685533328"",""1587286284329959424"",""sportcollage""";no-hate
"1850624354666545560,""Sun";Oct;27;19:43:23;0;"2024"",""37"","" We played so good... So I can't criticize my team for not playing well. Man United boss Erik ten Hag speaks following a controversial late defeat against West Ham. https://t.co/LG4sUOIMoX"",""1850624354666545560"",""https://pbs.twimg.com/media/Ga69ClmX0AAbRr1.jpg"","""",""en"","""",""6"",""14"",""3"",""https://x.com/NBCSportsSoccer/status/1850624354666545560"",""518715968"",""NBCSportsSoccer""";no-hate
"1850624290225279127,""Sun";Oct;27;19:43:08;0;"2024"",""3"",""Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd"",""1850624290225279127"","""","""",""en"",""Nigeria"",""0"",""2"",""0"",""https://x.com/AA_Moshood/status/1850624290225279127"",""964194799258689537"",""AA_Moshood""";hate
"1850623876121641017,""Sun";Oct;27;19:41:29;0;"2024"",""0"",""In a post-match analysis Erik ten Hag expressed strong discontent over the controversial penalty awarded to West Ham which led to Manchester United's 2-1 defeat. He called the decision 'unfair and unjust' emphasizing the negative impact on his team's https://t.co/kNASXik02m"",""1850623876121641017"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/FootyOddsOn/status/1850623876121641017"",""1356295934968213505"",""FootyOddsOn""";no-hate
"1850577088064954782,""Sun";Oct;27;19:40:43;0;"2024"",""1"",""@ManUtd Win or whatever Just we want ten hag out fuck Erik fuck Erik"",""1850623684395811150"","""",""ManUtd"",""nl"",""kigali"",""0"",""0"",""0"",""https://x.com/benjamin_krsr/status/1850623684395811150"",""1680871519461810176"",""benjamin_krsr""";hate
"1850577088064954782,""Sun";Oct;27;19:40:20;0;"2024"",""0"",""@ManUtd Failure to sack Erik Ten Hag means Man Utd is meant to Relegate this season.."",""1850623585821528185"","""",""ManUtd"",""en"",""somewhere around the 🌎"",""0"",""0"",""0"",""https://x.com/Jimoh_Yousuf/status/1850623585821528185"",""1886470800"",""Jimoh_Yousuf""";hate
"1850623500194607443,""Sun";Oct;27;19:40:00;0;"2024"",""6"",""Mohamed Salah s equaliser salvaged Liverpool a 2-2 draw at Premier League title rivals Arsenal on Sunday while Manchester United boss Erik ten Hag suffered another damaging defeat at West Ham. https://t.co/NCoZyiSUFX"",""1850623500194607443"","""","""",""en"",""Kingston, Jamaica"",""0"",""2"",""0"",""https://x.com/JamaicaObserver/status/1850623500194607443"",""14470793"",""JamaicaObserver""";no-hate
"1850623436634120369,""Sun";Oct;27;19:39:44;0;"2024"",""2"",""You keep losing until you sack Erik Ten Hag."",""1850623436634120369"","""","""",""en"",""Lagos, Nigeria"",""0"",""0"",""0"",""https://x.com/De_PrincePaul/status/1850623436634120369"",""1489663735232970752"",""De_PrincePaul""";hate
"1850623431647412566,""Sun";Oct;27;19:39:43;0;"2024"",""68"",""Man United - 14th on the log and Dutch Ladan Bosso Erik ten Hag is still the coach."",""1850623431647412566"","""","""",""en"",""Lagos, Nigeria"",""0"",""2"",""7"",""https://x.com/OgaNlaMedia/status/1850623431647412566"",""216634560"",""OgaNlaMedia""";no-hate
"1850623324541313122,""Sun";Oct;27;19:39:18;0;"2024"",""0"",""Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9"",""1850623324541313122"","""","""",""en"",""大阪"",""0"",""0"",""0"",""https://x.com/zakki_soccer/status/1850623324541313122"",""505675577"",""zakki_soccer""";no-hate
"1850623307692872017,""Sun";Oct;27;19:39:14;0;"2024"",""0"","" East or West No Place Like Home but dey #Tinubu government don make am to be East or West No Place Like Japa . . Korty #Tomarket Erik Ten Hag Tyler Perry Arrest Partey $CAT Reece James Sack Reece #JusticeForIgboJah James Penalty T-Pain #ShegeBanza"",""1850623307692872017"","""","""",""en"",""Berlin | Manchester"",""0"",""0"",""0"",""https://x.com/occp1967/status/1850623307692872017"",""749249196"",""occp1967""";no-hate
"1850623219801506085,""Sun";Oct;27;19:38:53;0;"2024"",""0"",""Tough times for Erik Ten Hag at Manchester United. Every game feels like a must-win as pressure mounts and questions swirl around his future. Can he turn things around or will the clock tick on him? ⏳ #MUFC #TenHag #ManchesterUnited https://t.co/UdOKNLRxPP"",""1850623219801506085"",""https://pbs.twimg.com/media/Ga67_5fW8AATp5J.jpg"","""",""en"",""England, United Kingdom"",""0"",""0"",""0"",""https://x.com/grantsports_fb/status/1850623219801506085"",""1839655747572908032"",""grantsports_fb""";no-hate
"1850623012938428882,""Sun";Oct;27;19:38:03;0;"2024"",""0"",""Ten Hag blames injustice but is poor finishing costing Man Utd?: Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ham were awarded a late controversial penalty. https://t.co/Ek7vEdnNMz"",""1850623012938428882"","""","""",""en"",""uk"",""0"",""0"",""0"",""https://x.com/ukrafflesuk/status/1850623012938428882"",""1665351873409212418"",""ukrafflesuk""";no-hate
"1850622936538902671,""Sun";Oct;27;19:37:45;0;"2024"",""0"",""Cristiano Ronaldo was the problem at Manchester United SACK Erik ten Hag now together with the these bunch of players"",""1850622936538902671"","""","""",""en"",""Manama, Bahrain "",""0"",""0"",""0"",""https://x.com/PeterReagan777/status/1850622936538902671"",""1001085766129405953"",""PeterReagan777""";hate
"1850622682112422300,""Sun";Oct;27;19:36:44;0;"2024"",""10"",""This is my last tweet until Erik ten Hag gets sacked by Manchester United."",""1850622682112422300"","""","""",""en"",""The East Side."",""1"",""1"",""0"",""https://x.com/KemongKesler/status/1850622682112422300"",""916222688070381568"",""KemongKesler""";hate
"1850622020587045310,""Sun";Oct;27;19:36:33;0;"2024"",""0"",""@markgoldbridge The players have let Erik Ten Hag down making him look coach with no plans. Players luck the real Man Utd fighting spirit"",""1850622633835888927"","""",""markgoldbridge"",""en"",""Lusaka, Zambia"",""0"",""0"",""0"",""https://x.com/PaulKashulwe/status/1850622633835888927"",""1181550711936622593"",""PaulKashulwe""";no-hate
"1850622608930111849,""Sun";Oct;27;19:36:27;0;"2024"",""0"",""Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r"",""1850622608930111849"","""","""",""en"",""Ireland"",""0"",""1"",""0"",""https://x.com/IndoSport/status/1850622608930111849"",""259427014"",""IndoSport""";no-hate
"1850622375018352820,""Sun";Oct;27;19:35:31;0;"2024"",""0"",""Manchester United would have to pay up to £14million (€16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS"",""1850622375018352820"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/ILANRPeople/status/1850622375018352820"",""1723952443497549824"",""ILANRPeople""";hate
"1850606465381458152,""Sun";Oct;27;19:24:19;0;"2024"",""1"",""@princeroy28 These are the consequences of rewarding mediocre performances. This manager should not have been retained after last season's showing. Erik ten Hag has significantly lowered the standards at this club. #MUFC"",""1850619557347738048"","""",""princeroy28"",""en"",""Saint Helier"",""0"",""1"",""0"",""https://x.com/mulezed/status/1850619557347738048"",""561726474"",""mulezed""";no-hate
"1850567827574395285,""Sun";Oct;27;19:23:59;0;"2024"",""0"",""@TenHagEra Erik Ten Hag brought this on himself... He is too stubborn why won't he change his formation and play Rasmus and Zirkzee? I really don't understand. As a once ardent supporter of his I feel it's time to sit on the fence and observe for a while before the dreaded Ten Hag *** ."",""1850619471473283400"","""",""AmorimEra_"",""en"","""",""0"",""0"",""0"",""https://x.com/iamreddsebastin/status/1850619471473283400"",""356076285"",""iamreddsebastin""";no-hate
"1850619294792699963,""Sun";Oct;27;19:23:17;0;"2024"",""0"",""Ten Hag isn t playing to the players strengths. It s either His way or nothing. No back up plan. He has to improvise. Play Rashford where he s dangerous. Why s Dalot always our furthest attacking player? Questions need to be asked #ManchesterUnited #mufc #rashford #ErikTenHag"",""1850619294792699963"","""","""",""en"",""England, United Kingdom"",""0"",""0"",""1"",""https://x.com/a_bismillah786/status/1850619294792699963"",""1608929964002361344"",""a_bismillah786""";no-hate
"1850619124608614793,""Sun";Oct;27;19:22:36;0;"2024"",""12"",""Manchester United is officially a bottle table Premier League club. Erik Ten Hag is overworking https://t.co/SppQi3eJPK"",""1850619124608614793"",""https://pbs.twimg.com/media/Ga64STKWYAAdxSA.jpg"","""",""en"","""",""0"",""0"",""1"",""https://x.com/Tripple____M/status/1850619124608614793"",""1251153238054731779"",""Tripple____M""";no-hate
"1850576782899937497,""Sun";Oct;27;19:21:58;0;"2024"",""0"",""@privilege_mufc You may want to rewrite this and apportion blame to the right quarters Erik Ten Hag. He solely takes the blame for the lackluster and unimpressive performances the team have churned out so far"",""1850618964583350671"","""",""privilege_mufc"",""en"",""Nigeria"",""0"",""0"",""0"",""https://x.com/Darvooch/status/1850618964583350671"",""217384110"",""Darvooch""";no-hate
"1850569393123557785,""Sun";Oct;27;19:21:21;0;"2024"",""0"",""@mrmichaelbarton You emotionally attached to Erik Ten Hag"",""1850618809704415690"","""",""mrmichaelbarton"",""en"","""",""0"",""0"",""0"",""https://x.com/cyclecrippler/status/1850618809704415690"",""1530901846809788416"",""cyclecrippler""";no-hate
"1850618768252158389,""Sun";Oct;27;19:21:11;0;"2024"",""31"",""Erik ten Hag back on the brink as Darren Fletcher blasts f------ joke penalty in West Ham defeat #TelegraphFootball | #MUFC"",""1850618768252158389"","""","""",""en"",""Telegraph HQ"",""1"",""4"",""2"",""https://x.com/TeleFootball/status/1850618768252158389"",""2219897472"",""TeleFootball""";no-hate
"1850546664747970929,""Sun";Oct;27;19:20:54;0;"2024"",""1"",""@TgArnoh Who will take them seriously when a football agent is their coach."",""1850618696307470674"","""",""TgArnoh"",""en"",""Nairobi, Kenya"",""0"",""0"",""0"",""https://x.com/Wekesir_Felix/status/1850618696307470674"",""1103438761"",""Wekesir_Felix""";no-hate
"1850586730522353980,""Sun";Oct;27;19:20:41;0;"2024"",""0"",""@fooball_memes @markgoldbridge If you're blaming Erik Ten Hag for today's game the you're sick"",""1850618642007744662"","""",""fooball_memes"",""en"",""Thika road "",""0"",""1"",""0"",""https://x.com/Lil_Gallery/status/1850618642007744662"",""1560618370046771201"",""Lil_Gallery""";no-hate
