text,label
"Sack Erik ten Hag strip Bruno of the Captain s armband sell Rashford and our problems will be solved by 90%. Everything is against us and these players aren t playing for ten Hag either. I ve never seen a game like this in years #MUFC""""",hate
"Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game. https://t.co/h6kOd4ni1Z""""",no-hate
"If I see one more Erik ten hag picture on my Tl I might start crying.""""",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"@TheEuropeanLad 1-0 West Ham United. THE DUTCH SUMMERVILLE HAS GIVEN THEM THE LEAD VS MANCHESTER UNITED !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ERIK TEN HAG IN TROUBLE ONCE AGAIN !!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/5tBnWFuPO0""""",hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"@lauriewhitwell Soft lad Ten Hag should going on the attack and calling out the match fixing by Michael Oliver accept the fine Erik but call the corruption out or they will just keep doing it to us enough is enough now surely!!??""""",no-hate
"The more I think about it the more I realise Erik ten Hag is the perfect manager for the current Manchester United fanbase. He's a pure politician. He manipulates the masses into supporting his downright indefensible actions blinding their judgement. He should stay at #MUFC""""",no-hate
"@Nofacenocase38 @UTDEriksen When last did Manchester United won something before Erik ? And what was their position before he took over ?""""",no-hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
" Will ten Hag see out the week I can't see it... We could well see an interim period on the horizon for Ruud van Nistelrooy Shane Keegan feels as though the writing may be on the wall for Erik ten Hag | The Sunday Kickback on OTB w/ @williamhillire. https://t.co/c9Nt3y0LYH""""",no-hate
" Just Sack Erik Ten Hag? The Munde react to the West Ham loss and we talk about fans conspiracies about the managerial link with Xavi Hernandez. - https://t.co/Uox6FZcsBP https://t.co/t1OQTf5MMI""""",hate
"https://t.co/o2Muwccr6N WEST HAM UNITED 2-1 MANCHESTER UNITED ERIK TEN HAG HAS TO BE SACKED TONIGHT!!!! FULL TIME REACTION NOW *LIVE* ON UTDREDDEVILS20 ON YOUTUBE SO PLEASE SUBSCRIBE TO THE CHANNEL AND TO THE COMMUNITY IF YOU ARE NEW THANK YOU LEGENDS I'M LIVE NOW SO ENJOY""""",hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
"@sportingking365 This is Erik Ten Hag his beautiful Wife and lovely Daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table https://t.co/tkQQF9HKy6""""",no-hate
"@UTDFondre One of the reasons we sacked Ole was cos he was soft on players. Erik Ten Hag came in and tried to be the disciplinarian he is and publicly criticizing the players but we shut him down. Now you're going off on how he defends the players after under performing""""",no-hate
"@UTDAdi7 @FodenCTID It s October 2024 and you still back Erik ten hag adi.""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
"@ScholesEvilTwin No Erik ten Hag. They are steadily rebuilding the squad.""""",no-hate
"Erik Ten Hag got rid of a winner in Cristiano a potential captain and a leader of the squad. Now we have a spineless team with no character. #MUFC https://t.co/kd9ORqEdQ5""""",hate
"Man Utd are paying the price for Erik ten Hag's rank incompetence ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"@princeroy28 These are the consequences of rewarding mediocre performances. This manager should not have been retained after last season's showing. Erik ten Hag has significantly lowered the standards at this club. #MUFC""""",no-hate
" When you only concede two goals away against Westham it shows that you are difficult to beat we will bounce back Erik Ten Hag""""",no-hate
"I am actually better than Erik Ten Hag .. I see things for what they are and I am not as delusional as him .""""",hate
"Erik Ten Hag needs to be sacked. It s the start of his third season and United aren t competitive enough week-in week out when we have a more-than-capable squad (most of whom were signed by him). Being 14th place after 9 games is quite frankly unacceptable.""""",hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"Erik Ten Hag got rid of a winner in Cristiano a potential captain and a leader of the squad. Now we have a spineless team with no character. #MUFC https://t.co/kd9ORqEdQ5""""",hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"We've gone: W-D-L in the first 3 games of this run My feelings are already clear and with FOUR home games in a row now if Erik Ten Hag can't win ALL these games then he can have no excuses and he should lose his job. 4 wins from 14 games is simply unacceptable. #MUFC #WHUMUN""""",hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"Man Utd are paying the price for Erik ten Hag's rank incompetence ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"@UnitedStandMUFC I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"Manchester United Erik ten Hag Post-match Interview vs West Ham United Defeat 2-1 ï¸ London Stadium London Premier League #MUFC #WeAreUnited #GlorygloryManUnited #ErikAtTheWheel #PremierLeague @ManUtd @premierleague https://t.co/w9w0eI2Kuv""""",no-hate
"@ManUtd I deeply empathize with the person handling social media duties. It's difficult to find the right words to post after such a sorrowful day. It truly feels painful. Erik Ten Hag is the source and at heart of our frustration and pain. His stubbornness is baffling. The transition""""",hate
"Erik ten Hag is one more defeat away from selling CBD oil on here with Aldo""""",hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/Ak2NNHXfPN""""",no-hate
"I ll never forgive Erik ten Hag """"",hate
" Erik Ten Hag on the performance of his team: We created plenty of chances we won the game on xG so I am very pleased with the performance of my team. You can see we are progressing I am sure we will add to the two trophies we ve already won in the past two years https://t.co/TPCctY2b18""""",no-hate
"What is the difference between Xavi and Erik Ten Hag?""""",no-hate
"@UTDFondre W should sack Erik Ten Hag immediately.""""",hate
"Erik ten Hag in 2022: I admire them both Man City and Liverpool. But eras come to an end. """"",no-hate
"Gutted that Erik Ten Hag's gonna be sacked tomorrow Provided the best entertainment to non Utd fans since Ralf Rangnick who provided the funniest moments since Ole Gunnar SolskjÃ¦r""""",hate
"Honestly sacking Erik Ten Hag isn t enough. I need him ****** in front of his family and for it to be televised live for the whole world especially his family to see""""",hate
"This is my last tweet until Erik ten Hag gets sacked by Manchester United.""""",hate
"@MattP1Gallagher Norris gets a 5 seconds pen but max gets a 10 seconds pen. Bias????""""",no-hate
"Losing today should be the final nail in the coffin for Erik ten hag @ManUtd #mufc @INEOSGrenadiers @INEOS Sack him NOW #TENHAGOUT @lauriewhitwell @FabrizioRomano @David_Ornstein""""",hate
"Erik ten Hag is one more defeat away from selling CBD oil on here with Aldo""""",hate
"I ll never forgive Erik ten Hag """"",hate
"Erik ten Hag has struggled to implement a consistent tactical vision and his team's lack of cohesion and frequent defensive lapses raise serious concerns about his managerial effectiveness.""""",no-hate
"All Manchester united coaches post Fergie Erik Ten Hag is the most luckiest coach None of the coaches post Fergie will survive sacking under this performance. #ManchesterUnited""""",no-hate
"Erik ten Hag keeps clinging on to his job at Manchester United but the pressure is never too far away from him and TT has broken down all the names in the mix to replace the Dutchman at Old Trafford. The Red Devils find themselves down in 14th place in the Premier League table.""""",no-hate
"Erik Ten Hag coached a comfortable win today. That s all he can do. He can t personally put the ball in the net and he can t control the decisions of inept (or corrupt) officials. This loss isn t on him! #WHUMUN #TenHag #ManUtd""""",no-hate
" NEW YOUTUBE VIDEO 'At the moment the LUCK IS NOT ON MY SIDE!' | Erik Ten Hag | West Ham 2-1 Man Utd https://t.co/jgSBu5FtGX https://t.co/bAZigBNI7Q""""",no-hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"One thing I'm excited about is Erik Ten Hag being given all the time he needed to show those who supported him how incompetent he is. Finally every Man United fan is on the same page now...Mmoa!!""""",no-hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"I would blame VAR and Players ... But still Erik Ten Hag has been average. should go""""",hate
" Erik Ten Hag's Man United have WON Just 3 of Their 14 Games This Season in All Competitions. â¬ï¸ Only ONE WIN in Their LAST 8 Games in All Competitions. Erik Ten Hag is a shit¸The First Manager in Man United's History to LOSE 14 Games in a Single PL Season Ever. https://t.co/5yolBVKHZT""""",hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"@sportingking365 This is Erik Ten Hag his beautiful Wife and lovely Daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table https://t.co/tkQQF9HKy6""""",no-hate
"Just sack Erik Ten Hag now I don't mind RVN taking over""""",hate
"One win in their last 8 games #giveandgoal #MUFC #ManchesterUnited #manu #eriktenhag #tenhag https://t.co/7tIk8ZTGuF""""",no-hate
"@ManUtd Sack Erik ten Hag! He has overstayed his welcome """"",hate
" WE'RE GOING LIVE! #MUFC DROP MORE POINTS! | Ten Hag Must Go! | VAR DISGRACE! | WEST HAM 2-1 MAN UNITED | Match Reaction Watch here: https://t.co/ZFsoqi8o0T â° Going live NOW! #WHUMNU #ManchesterUnited #ErikTenHag https://t.co/UgsdrxVVnE""""",hate
"I think it's time to stop please. Manchester United needs an overhaul and Erik Ten Hag needs to leave please.""""",hate
"Man Utd news Fans BEG for #ErikTenHag to be sacked after West Ham loss https://t.co/JYT2YTa6X0""""",hate
"ï¸ Erik ten Hag: We feel an injustice there are so many things against us. We have to stick together and keep fighting. #MUFC https://t.co/jOGpJvJUHK""""",no-hate
"Erik Ten Hag always Complaining """"",no-hate
"The more I think about it the more I realise Erik ten Hag is the perfect manager for the current Manchester United fanbase. He's a pure politician. He manipulates the masses into supporting his downright indefensible actions blinding their judgement. He should stay at #MUFC""""",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is""""",hate
"@TenHagBall_ Sack Erik Ten Hag already pls""""",hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"Two weeks ago after the scrappy win against Brentford I said it that if Man Utd was a serious club Erik ten Hag should be gone before Christmas. As a fresh secondary school leaver I started supporting Man Utd after the unprecedented treble feat in 1999. In my 25yrs of being a https://t.co/p77WWxFOdA""""",hate
"Erik Ten Hag deÉ i leave him to my God. What a useless coach""""",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"Erik Ten Hag is working with the entire team for 24/7 and can't even teaches them not to giving away the ball easily and how to create a clear chance. It's time for something new.""""",no-hate
"I ll never forgive Erik ten Hag """"",hate
"@UTDAdi7 @FodenCTID It s October 2024 and you still back Erik ten hag adi.""""",no-hate
"One win in their last 8 games #giveandgoal #MUFC #ManchesterUnited #manu #eriktenhag #tenhag https://t.co/7tIk8ZTGuF""""",no-hate
"I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is""""",hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"I am actually better than Erik Ten Hag .. I see things for what they are and I am not as delusional as him .""""",hate
"If Erik Ten Hag isn t gone by January Marcus Rashford needs to hand in a transfer request to save his career. I m being deadly serious. He s 27 soon and his best years are being pissed away by a manager who has seen how good he can be then chosen to nullify his talents.""""",no-hate
"@mufcMPB Manchester United should ve sacked Erik ten Hag 5 months ago let alone after today s defeat.""""",hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"@ManUtd I deeply empathize with the person handling social media duties. It's difficult to find the right words to post after such a sorrowful day. It truly feels painful. Erik Ten Hag is the source and at heart of our frustration and pain. His stubbornness is baffling. The transition""""",hate
"@ManUtd I deeply empathize with the person handling social media duties. It's difficult to find the right words to post after such a sorrowful day. It truly feels painful. Erik Ten Hag is the source and at heart of our frustration and pain. His stubbornness is baffling. The transition""""",hate
"I am actually better than Erik Ten Hag .. I see things for what they are and I am not as delusional as him .""""",hate
"@imzispoms Erik Ten Hag obviously. How many Mickey Mouse cups does Flick have?""""",no-hate
"Manchester United missed an open goal and conceded in stoppage time to lose 2-1 at West Ham in the Premier League piling more pressure on manager Erik ten Hag on Sunday. Read more: https://t.co/eK6WbC7DUo #GLNRSports https://t.co/6Qa1Rctsbl""""",no-hate
"Erik Ten Hag please oooo If you get any small shame you go hand in resignation tonight""""",hate
"-Proper talent ID -Identical play style -Big trophy winner -Big game manager -Silky hair -AURA Sack Erik Ten Hag sign Xavi Hernandez. He is the truth. https://t.co/J5cnUqCwCd""""",hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
" Mission Relegation directed by Erik Ten Hag . Produced by bunch of clowns . #TenHagOut""""",hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"Saka is the type of player Erik Ten Hag needs in his team. Direct and purposeful""""",no-hate
" Will ten Hag see out the week I can't see it... We could well see an interim period on the horizon for Ruud van Nistelrooy Shane Keegan feels as though the writing may be on the wall for Erik ten Hag | The Sunday Kickback on OTB w/ @williamhillire. https://t.co/c9Nt3y0LYH""""",no-hate
"ï¸ Erik ten Hag: We have to deal with this frustration and disappointment. That's what we're going to do. We're strong. The staff is strong the players are strong and we're going to keep fighting for Man United starting on Wednesday. #MUFC https://t.co/N59sS758y0""""",no-hate
"@MattP1Gallagher Norris gets a 5 seconds pen but max gets a 10 seconds pen. Bias????""""",no-hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"Erik ten hag needs to be banned from coaching. He's a crime against Manchester United.""""",hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
"I hope we get the news tomorrow Erik ten Hag needs to leave ASAP! The mediocrity stinks""""",hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"I think it's time to stop please. Manchester United needs an overhaul and Erik Ten Hag needs to leave please.""""",hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"i m gonna kill myself in front of erik ten hag to change the trajectory of his life forever in hopes that the trajectory of manchester united football club will change""""",hate
"@NoodleHairCR7 Let it sink in that Erik ten hag is playing favoritism in football""""",no-hate
"@Mind_Marcel Nope hell no . Erik Ten Hag is the man we need patience as a fanbase . Klopp took 8 years to win the league Arteta took time also . Give him time""""",no-hate
"@UTDKara @ManUtd One day just one day you will regret ever wanting Erik Ten Hag to be sacked. Bookmark this tweet. You English lots are so unreasonable.""""",no-hate
"@TrollFootball Once united sack Erik Ten Hag some players should be sacked as well for the team to have shape again""""",hate
"Erik Ten Hag needs to be sacked. It s the start of his third season and United aren t competitive enough week-in week out when we have a more-than-capable squad (most of whom were signed by him). Being 14th place after 9 games is quite frankly unacceptable.""""",hate
"Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty https://t.co/L9jw19irqh""""",no-hate
"Man Utd told to immediately sack Erik ten Hag as replacement named 'He's had his time' https://t.co/411m1J0WfH""""",hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"When do you THINK Erik ten Hag gets the sack?""""",hate
"@ManUtd Sack Erik ten Hag! He has overstayed his welcome """"",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"ï¸ Gary Neville: It s getting to that point where it ll become unbearable the pressure in this next week or two around Erik ten Hag. Just purely the position in the league they are 14th. Manchester United I mean it s Manchester United. He can t be 14th in the league. https://t.co/G3cPSJdVLk""""",hate
"@utdcynical Our fanbase deserves this""""",no-hate
"Erik Ten Hag is doing a great job at Manchester United. He s the perfect man for the job """"",no-hate
" WE'RE GOING LIVE! #MUFC DROP MORE POINTS! | Ten Hag Must Go! | VAR DISGRACE! | WEST HAM 2-1 MAN UNITED | Match Reaction Watch here: https://t.co/ZFsoqi8o0T â° Going live NOW! #WHUMNU #ManchesterUnited #ErikTenHag https://t.co/UgsdrxVVnE""""",hate
"There is absolutely zero excuse and Ten Hag and @ManUtd need to take a leaf out of Forests book and grow a set of bollocks and call out the blatant bias that has been going on for the past few years. If they don't is another failure on Erik's part""""",no-hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
"Like this tweet if you want Erik Ten hag to stay at Manchester United https://t.co/mo3KIJv36y""""",no-hate
"Erik ten Hag: I spoke with [the officials]. But the decision is made. There's no way back and that's football. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #WHUMUN https://t.co/b3UVQQk8le""""",no-hate
"Oga no hear our every game just sack Erik ten Hag ..""""",hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"@RMCF_Jude They really want Erik Ten Hag to stay at United so that they can get free 6 points every season """"",no-hate
" The players wasted chances this isn't on Erik Ten Hag Well maybe if he didn't bin off footballs greatest ever goalscorer for two strikers who can't score then maybe we would score more goals Everything is on Erik Ten Hag #ETHOUT #MUFC""""",hate
"@UTDFondre One of the reasons we sacked Ole was cos he was soft on players. Erik Ten Hag came in and tried to be the disciplinarian he is and publicly criticizing the players but we shut him down. Now you're going off on how he defends the players after under performing""""",no-hate
"I need someone to buy me an iPad so I can see Erik Ten Hag's Manchester united on the pl table""""",no-hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
"Just sack Erik Ten Hag now I don't mind RVN taking over""""",hate
"Man Utd news #ErikTenHag blames INJUSTICE for West Ham defeat https://t.co/JmR9oQwDOd""""",no-hate
"Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked """"",hate
"If by tomorow Erik Ten Hag is still the coach of Manchester United..... Then it is clear that the owners lack ambition for the club """"",hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"@TheEuropeanLad 1-0 West Ham United. THE DUTCH SUMMERVILLE HAS GIVEN THEM THE LEAD VS MANCHESTER UNITED !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ERIK TEN HAG IN TROUBLE ONCE AGAIN !!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/5tBnWFuPO0""""",hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/DaT5Cx0p4h""""",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"ï¸ Erik ten Hag: I believe in my players. I trust them. I will encourage them to keep doing what we have been doing for long periods during this game and other games and then we will win more games. #MUFC https://t.co/M7Mwdz2wht""""",no-hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"@UTDFondre W should sack Erik Ten Hag immediately.""""",hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"@1_3Aadz When Dalot went past the keeper what do you think Erik ten Hag should have told him to do instead?""""",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
"@ManUtd Failure to sack Erik Ten Hag means Man Utd is meant to Relegate this season..""""",hate
"@1_3Aadz When Dalot went past the keeper what do you think Erik ten Hag should have told him to do instead?""""",no-hate
"Don t worry guys Erik ten Hag will just refuse that result and we will be fine! #ETHOut #ManU""""",no-hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"Dear @ManUtd if #ErikTenHag were to get fired who would you like to replace him?""""",no-hate
" The players wasted chances this isn't on Erik Ten Hag Well maybe if he didn't bin off footballs greatest ever goalscorer for two strikers who can't score then maybe we would score more goals Everything is on Erik Ten Hag #ETHOUT #MUFC""""",hate
"@JanAageFjortoft Lot of Britis in the comments section justifying the 20 second pen. Last week Norris only got a 5 second pen. Memory of a goldfish""""",no-hate
"@mrmichaelbarton You emotionally attached to Erik Ten Hag""""",no-hate
"The UK needs to ban Erik Ten Hag from entering the country @Keir_Starmer @Keir_Starmer @Keir_Starmer""""",hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"I would blame VAR and Players ... But still Erik Ten Hag has been average. should go""""",hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
"Sack Erik Ten Hag pls @ManUtd Enough is Enoughï¸""""",hate
"@NoodleHairCR7 Erik Ten hag is the sleeper cell in the club he's gonna destroy Manchester United""""",hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"@UTDKara @ManUtd One day just one day you will regret ever wanting Erik Ten Hag to be sacked. Bookmark this tweet. You English lots are so unreasonable.""""",no-hate
"@OllieHolt22 INEOS sacks Erik ten Hag: Immediately goes against this long-term plan they ve been banging on about over the last few weeks. INEOS doesn t sack him: EtH continues failing to get a tune out of a sub-par group of players. #MUFC""""",no-hate
"Erik ten Hag: I spoke with [the officials]. But the decision is made. There's no way back and that's football. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #WHUMUN https://t.co/b3UVQQk8le""""",no-hate
"@MufcWonItAll2 I never want to see managers sacked Erik Ten Hag should be sacked for buying Antony alone Pick one mate because you re starting to sound like the usual agenda brigade who will back their opinion ove what s best for the club https://t.co/kPmC9TIifU""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/R6kE8wB3iU""""",no-hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"@ManUtd It shall never be well with you you fool Erik Ten Hag""""",hate
"Erik Ten Hag needs to be sacked. It s the start of his third season and United aren t competitive enough week-in week out when we have a more-than-capable squad (most of whom were signed by him). Being 14th place after 9 games is quite frankly unacceptable.""""",hate
"@Kynsofficial This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. Like this if you agree https://t.co/Fx3w2a1VYe""""",no-hate
"ï¸ Erik ten Hag: In this moment definitely the luck is not on our side. It is not about me. Last season was not different but in the end we turned it around. We are so determined it will be the same again. We have to turn it around + we will. #MUFC #GGMU #tenhag #PremierLeague https://t.co/gnvBZXi2HU""""",no-hate
"@UtdFaithfuls @_Utdbaki Ten Hag s PR stans are going to share this compilation a zillion times this coming week in order to create a narrative that makes Ten Hag looks innocent. It s only a matter of time before he is gone. Congratulations on the 17M jackpot Erik.""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"A question for Erik ten Hag. Why create a system where Dalot finds himself infront of goal and cant score. Terrible miss btw. Why not create a system where those chances fall to your striker. Am sure Rasmus Hojlund scores 2-3 out of five of those.""""",hate
"Man Utd news #ErikTenHag blames INJUSTICE for West Ham defeat https://t.co/JmR9oQwDOd""""",no-hate
"I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is""""",hate
